sku,adhesion_strength,adhesive_material,backing_material,brand,breadcrumbs,color,core_size,description,elongation,image_url,manufacturer,part_number,price,standards,tape_length,tape_width,temperature_range,thickness,title,type,unspsc_code,url
99553039,60 oz/in,Rubber / Resin,Polyethylene,IPG,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3.16""","IRON GRIP[REG] 17-mil Premium Duct Tape is a Polyethylene (PE) coated cloth tape with an aggressive pressure-sensitive natural rubber adhesive which adheres well to a wide variety of surfaces under a wide range of temperature conditions. IRON GRIP[REG] provides easy dispensing from the roll for temporary patching of utility access holes, taping of ductwork, and a variety of heavy-duty demanding applications requiring high strength and adhesion. IRON GRIP[REG] 17-mil Premium Duct Tape is a Polyethylene (PE) coated cloth tape with an aggressive pressure-sensitive natural rubber adhesive which adheres well to a wide variety of surfaces under a wide range of temperature conditions. IRON GRIP[REG] provides easy dispensing from the roll for temporary patching of utility access holes, taping of ductwork, and a variety of heavy-duty demanding applications requiring high strength and adhesion. For temporary patching of utility access holes, taping of ductwork, and a variety of heavy-duty demanding applications requiring high strength and adhesion.",12%,https://img2.fastenal.com/infp360pmm/derivates/3/001/121/996/99553039_primary_eng.jpg,IPG,99580,268.56,UL 723,32 M,48mm,32&deg;F - 200&deg;F,17 mil,48mm x 32m 17 mil Black Iron Grip Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/99553039
0605406,,Rubber / Resin,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,,3M[TM] Performance Plus Duct Tape 8979N has a unique tape construction that allows for both permanent and temporary applications indoor and outdoor. It is removable with little or no adhesive residue from most opque surfaces up to 6 months after application. The backing is also UV resistant for up to one year of outdoor exposure.,,https://img4.fastenal.com/infp360pmm/derivates/3/001/203/599/0605404.jpg,3M,7000049014,1415.28,,55 M,48mm,200&deg;F,12.10 mil,48mm x 55m Red 3M&trade; 8979N 12.1 mil Performance Plus Nuclear Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0605406
99111730,40 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3.02""","Polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to answer the need for an economical, approach to applications. Polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to answer the need for an economical, approach to applications. Packaging, wrapping and sealing, binding and bundling, exterminators, book repair, weather proofing, and general maintenance.",18%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/955/99111730_primary_eng.jpg,IPG,76295,450.24,"Meets HUD, L.A. County, and BOCA Codes, UL 723",54.80 M,48mm,32&deg;F - 200&deg;F,9 mil,48mm x 54.8M 9mil Black Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/99111730
0630138,90 oz/in,Rubber,Polyethylene,T-REX,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Super-tough, premium co-extruded cloth tape for extreme projects. Super-tough, premium cloth tape, All-weather performance, Quick stick, even to rough or dirty surfaces, Superior holding power, UV-resistant, Reinforced, waterproof backing, Extra-thick natural rubber adhesive, Made using Polybonded CO-EX Technology[REG] For use on rough or dirty surfaces, For heavy duty repairs that demand a ferociously strong hold, Can also be used as a bottom board tape in the manufactured housing industry",10%,https://img2.fastenal.com/infp360pmm/derivates/3/001/243/002/0630138_A.jpg,SHURTAPE TECHNOLOGIES LLC,152402,17.94,,35 yd,48mm,50&deg;F - 200&deg;F,17 mil,48mm x 35yd 17 mil Silver T Rex&reg; Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0630138
0560023,95 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair bundling and seaming applications. Extremely moisture resistant duct tape provides high tensile strength and conformability. Crisp, straight tear and smooth, consistent unwind for easy use. Aggressive bond to surfaces for long-term seals. Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair, bundling, seaming, and maintenance applications.",,https://img2.fastenal.com/infp360pmm/derivates/3/001/277/627/0560018.jpg,"BERRY GLOBAL, INC",1086618,888.00,"ASTM D-5486, Type IV, Class I",55 M,48mm,40&deg;F - 200&deg;F,12 mil,48mm x 55m 12mil Olive Polyken&reg; 231 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0560023
0631105,80 oz/in,Rubber,Polyethylene,SHURGRIP,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","ShurGRIP[REG] medium duty cloth duct tape offers aggressive adhesive and best-in-class performance for sealing, seaming, repairing, holding and waterproofing applications, as well as for tasks in the restoration industry. PC 593 is a co-extruded duct tape offering superior adhesion with quick stick; all-weather durability, even in hot, humid, cold or wet conditions; excellent holding power for indoor and outdoor use; and easy tearability to finish jobs with speed and ease. ShurGRIP[REG] medium duty duct tape, Improved holding power to poly-sheeting and steel, Consistent, low-force unwind off the roll, Hand-tearable in machine and cross directions, Waterproof backing, Aggressive natural rubber adhesive, Green Point Contributor product, Made using Polybonded CO-EX Technology[REG], Tested in accordance with UL 723 For medium duty sealing, seaming, repairing, holding and waterproofing applications that require aggressive stick and superior hold, Also used in the restoration industry, For temporary or permanent use",20%,https://img2.fastenal.com/infp360pmm/derivates/3/001/220/412/0631105.jpg,SHURTAPE TECHNOLOGIES LLC,152303,252.00,UL 723,55 M,48mm,40&deg;F - 200&deg;F,8 mil,48mm x 55m Silver 8 mil Shurtape&reg; PC 8 General Purpose Co-Extruded Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0631105
0607668,28 lb/in,Rubber / Resin,Polyethylene,3M,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""",The 3M[TM] Multi-Purpose Duct Tape 3900 is made of polyethylene film laminated to cloth with a synthetic rubber adhesive. It resists curling and tears off the roll cleanly for simple applications in maintenance repair and construction. This durable tape has a unique construction that is perfect for applications like color coding process tagging identification highlighting hazards sealing bundling holding and temporary repairs. CHOOSE FROM A VARIETY OF COLORS: White Black Red Olive Yellow Blue Orange and Silver GENERAL USE TAPE: Designed for maintenance repair and construction applications,19%,https://img4.fastenal.com/infp360pmm/derivates/3/001/114/062/0607668_Primary_eng.jpg,3M,7000124008,891.60,,55 M,48mm,200&deg;F,8.10 mil,48mm x54.8m White 3M&trade; 3900 8.1 mil Multi-Purpose General Maintenance Duct Tape - Individually Wrapped,Duct Tape,31201501,https://www.fastenal.com/product/details/0607668
924525188,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img3.fastenal.com/infp360pmm/derivates/3/288/315/924525188_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105470,306.48,,55 M,48mm,35&deg;F - 200&deg;F,9 mil,48mm W x 55 M L x 9 mil Thk White Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525188
0631140,55 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Performance grade cloth duct tape for holding, securing, seaming, repairing, bundling, splicing, packaging and masking in HVAC, industrial, commercial, utilities, trucking and automotive applications, and can also be used as a condensation barrier in appliance assemblies. Co-extruded PC 618 is easy to unwind and tear, conforms well to a variety of surfaces and offers excellent holding power, no matter the job. Performance grade duct tape, Excellent tack, conformability and holding power, Easy to unwind and tear, Waterproof backing, Natural rubber adhesive, Green Point Contributor product, Made using Polybonded CO-EX Technology[REG], Tested in accordance with UL 723 For holding, securing, seaming, repairing, bundling, splicing, packaging and masking in HVAC, industrial, commercial, utilities, trucking and automotive applications, Can also be used as a condensation barrier in appliance assemblies",17%,https://img1.fastenal.com/infp360pmm/derivates/3/001/220/416/0631140.jpg,SHURTAPE TECHNOLOGIES LLC,203308,559.20,"FSI 15/SDI 25, UL 723",55 M,"4""",50&deg;F - 200&deg;F,10 mil,"4"" x 60 yd 10mL Silver Co-Extruded Duct Tape Roll",Duct Tape,31201501,https://www.fastenal.com/product/details/0631140
0618116,,Rubber / Resin,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Blue,,"The 3M[TM] Multi-Purpose Duct Tape 3900 is made of polyethylene film laminated to cloth with a synthetic rubber adhesive. It resists curling and tears off the roll cleanly for simple applications in maintenance repair and construction. This durable tape has a unique construction that is perfect for applications like color coding process tagging identification highlighting hazards sealing bundling holding and temporary repairs. GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications CHOOSE FROM A VARIETY OF COLORS: White Black Red Olive Yellow Blue Orange and Silver GENERAL USE TAPE: Designed for maintenance repair and construction applications Transportation, aerospace, automotive, commercial vehicle, RV, bus, truck, ship yards, military, metal working, furniture, electronics, solar, trailer manufacturing and woodworking",,https://img2.fastenal.com/infp360pmm/derivates/3/001/114/077/0618116_Primary_eng.jpg,3M,7000124009,25.61,,55 M,48mm,0&deg;F - 200&deg;F,7.70 mil,48mm x 54.8m Blue 3M&trade; 3900 7.7 mil Multi-Purpose General Maintenance Duct Tape - Individually Wrapped,Duct Tape,31201501,https://www.fastenal.com/product/details/0618116
0530320,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","Polyethylene coated cloth tape with an aggressive natural rubber pressure-sensitive adhesive for improved adhesion and shear properties. Product is designed to answer the end-use / consumer need for an economical general-purpose duct tape. Polyethylene coated cloth tape with an aggressive natural rubber pressure-sensitive adhesive for improved adhesion and shear properties. Product is designed to answer the end-use / consumer need for an economical general-purpose duct tape. HVAC applications, asbestos / lead / fiberglass abatement, exterminators, weather-proofing, gasket material for flexduct connections, temporary wrapping, and general maintenance.",22%,https://img2.fastenal.com/infp360pmm/derivates/3/001/121/961/0614844_primary_eng.jpg,IPG,83052,415.04,"Meets HUD, BOCA, and L.A. County Codes, UL 723",55 M,72mm,40&deg;F - 90&deg;F,11 mil,72mm x 55m Black IPG&reg; AC36 11.0 mil Medium Grade Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0530320
0630109,61 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Performance grade cloth abatement duct tape with excellent cold temperature adhesion and superior holding power for abatement applications. Performance grade abatement tape, Excellent cold temperature adhesion, Superior holding power to poly-sheeting, metal and unpainted wood, Easy to unwind and tear, Will not twist or curl during application, Aggressive wet-stick adhesive For sealing walls, doors and windows in abatement applications",26%,https://img4.fastenal.com/infp360pmm/derivates/3/001/551/0630109_primary_en.jpg,SHURTAPE TECHNOLOGIES LLC,110244,396.24,,55 M,48mm,25&deg;F - 200&deg;F,10 mil,48mm x 55m Metallic Silver 10 mil Shurtape&reg; PC 610 Performance Grade Cloth Abatement Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0630109
0560115,80 oz/in,Rubber,Polyethylene,NASHUA,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Hanging and patching polyethylene sheeting. Duct sealing and HVAC contractor uses. Maintenance applications in manufacturing. Seaming and securing underlayment materials. Sealing polyethylene waste disposal bags. Color coding. General repair. Bundling pat Excellent balance of tensile strength and tearability. Resists moisture and abrasion. Good all-weather performance for indoor or outdoor applications. Aggressive adhesion to smooth or rough surfaces. Superior holding power for hanging applications. Smooth, consistent unwind. HVAC industry for duct and equipment applications. High quality maintenance tape in a variety of manufacturing environments. Broad range of applications in the construction industry. Asbestos removal and polyethylene hanging.",,https://img4.fastenal.com/infp360pmm/derivates/3/001/186/794/0560113.jpg,"BERRY GLOBAL, INC",1086184,387.12,,55 M,"4""",40&deg;F - 200&deg;F,11 mil,"4"" x 60yd 11mil Silver Nashua&reg; 398 Polyethylene Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/0560115
923556492,,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","2"" x 60 yds. Silver (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img1.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556492_primary_eng.jpg,FASTENAL APPROVED VENDOR,,97.57,,60 yd,"2""",32&deg;F - 140&deg;F,10 mil,"2"" W x 60 yd L x 10 mil Thk Silver Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556492
0631072,35 oz/in,Acrylic,Biaxially Oriented Polypropylene Film,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","UV-resistant line set tape for taping outdoor HVAC components. An economical solution that holds strong outdoors, LS 300 is durable, easy to unwind and can be applied in a variety of temperature ranges and used in humid conditions. UV-resistant line set tape, Easy to unwind, Economical, Can be applied in a variety of temperature ranges and used in humid conditions, Durable, printed BOPP film backing, Acrylic-based adhesive, Green Point Contributor product For taping outdoor HVAC components",180%,https://img1.fastenal.com/infp360pmm/derivates/3/001/304/071/0631072.jpg,SHURTAPE TECHNOLOGIES LLC,102666,20.97,,55 M,48mm,-35&deg;F - 210&deg;F,2.90 mil,48mmx55m 2.85mL Black Printed HVAC Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0631072
0618112,,Rubber / Resin,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Yellow,,"The 3M[TM] Multi-Purpose Duct Tape 3900 is made of polyethylene film laminated to cloth with a synthetic rubber adhesive. It resists curling and tears off the roll cleanly for simple applications in maintenance repair and construction. This durable tape has a unique construction that is perfect for applications like color coding process tagging identification highlighting hazards sealing bundling holding and temporary repairs. GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications GENERAL USE TAPE: Designed for maintenance repair and construction applications CHOOSE FROM A VARIETY OF COLORS: White Black Red Olive Yellow Blue Orange and Silver GENERAL USE TAPE: Designed for maintenance repair and construction applications Transportation, aerospace, automotive, commercial vehicle, RV, bus, truck, ship yards, military, metal working, furniture, electronics, solar, trailer manufacturing and woodworking",,https://img4.fastenal.com/infp360pmm/derivates/3/001/114/076/0618112_Primary_eng.jpg,3M,7000124007,687.84,,55 M,48mm,0&deg;F - 200&deg;F,8.10 mil,48mm x54.8m Yellow 3M&trade; 3900 8.1 mil Multi-Purpose General Maintenance Duct Tape - Individually Wrapped,Duct Tape,31201501,https://www.fastenal.com/product/details/0618112
924525124,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img0.fastenal.com/infp360pmm/derivates/3/288/316/924525124_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105471,463.04,,55 M,72mm,35&deg;F - 200&deg;F,9 mil,72mm W x 55 M L x 9 mil Thk White Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525124
920265312,,Rubber,Polyethylene / Cloth,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""",,12%,https://img4.fastenal.com/infp360pmm/derivates/3/001/141/381/920265312_primary_eng.jpg,3M,7100158346,436.08,,54.80 M,48mm,40&deg;F - 150&deg;F,11 mil,48 mm x 54.8 m 11 mil Silver DT11 All Purpose Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/920265312
0630128,70 oz/in,Rubber,Polyethylene / Cloth,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","UL 181B-FX Listed and printed cloth duct tape for Class 1 Flex Duct. Printed cloth duct tape UL 181B-FX Listed - clearly printed on the tape for quick identification High holding power Superior shear strength Easy to tear Resistant to flame spread, smoke generation, mold growth, humidity and the effects of high temperatures Synthetic rubber blend adhesive Green Point Contributor product Tested in accordance with UL 723 Used in the HVAC industry to seal, seam and join Class 1 Flex Duct",10%,https://img1.fastenal.com/infp360pmm/derivates/3/261/165/0630128_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,101015,921.60,"FSI 15/SDI 30, UL 723, UL 181B-FX",55 M,48mm,50&deg;F - 212&deg;F,14 mil,48mm 55 M 14 mil Silver Metal Printed Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0630128
99591267,20 oz/in,Rubber,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Yellow,,"3M Vinyl Duct Tape 3903 is a general purpose duct tape with a rubber adhesive and hand tearable, embossed vinyl backing. Rubber adhesive",,https://img4.fastenal.com/infp360pmm/derivates/3/001/335/039/99591267.jpg,TAPE CASE,3903-Y-1-50,46.20,,50 yd,"1""",250&deg;F,6.50 mil,"1"" x 50yd Roll 6.5 mil 3M&trade; 3903 Yellow Rubber Vinyl Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/99591267
4305843,,Acrylic,Polypropylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,,3M[TM] Venture Tape[TM] UL181B-FX Polypropylene Duct Tape 1599B handles sealing and closing applications for air ducts and connectors with excellent flexibility.Get great performance in cold weather or high humidity or anywhere within an extreme temperature range of -40 [DEG}F (-40 [DEG}C) to 185 [DEG}F (85 [DEG}C) thanks to its specially designed acrylic adhesive.The excellent air connector sealing and closure properties hold up well even with irregular surfaces through its highly conformable bi-axially oriented polypropylene (BOPP) backing. This 1.88 in wide silver duct tape works on fiberglass foam metal and fibrous materials.Save time and guesswork with its easily-visible UL181B-FX safety rating printed on the exterior. Solve all your air connector and duct issues in hot- and cold-weather environments with the long-lasting durable 3M[TM] Venture Tape[TM] UL181B-FX Polypropylene Duct Tape 1599B. SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior PLIABLE: Securely seals and closes flexible ducts due to excellent flexibility SAFETY RATED: Easily identifiable UL181B-FX safety rating printed on tape exterior Use as a flexible duct closure tape,,https://img2.fastenal.com/infp360pmm/derivates/3/001/114/281/4305843_Primary_eng.jpg,3M,7100043816,640.56,,120 yd,48mm,-40&deg;F - 185&deg;F,3 mil,48mm x 109.7m Black 3M&trade; 1599B Venture Tape&trade; 3.0 mil UL181B-FX Polypropylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/4305843
0630058,38 oz/in,Acrylic,Biaxially Oriented Polypropylene Film,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","UL 181B-FX Listed and printed film tape for use on Class 1 Flex Duct in temperatures from -10 F to 210 F. UL 181B-FX Listed film tape Quick stick Excellent conformability to uneven surfaces Easy to unwind and tear Color matches foil backed flex duct UL Listing is clearly printed on the tape for easy identification High-tack acrylic cold temperature adhesive Green Point Contributor product Tested in accordance with UL 723 For use on Class 1 Flex Duct for connecting, joining, sealing and patching flexible air ductwork",200%,https://img3.fastenal.com/infp360pmm/derivates/3/001/340/523/0630058_A.jpg,SHURTAPE TECHNOLOGIES LLC,164686,386.40,"UL 181B-FX, UL Listed, FSI 25/SDI 50, UL 723",110 M,48mm,-10&deg;F - 210&deg;F,2.70 mil,48mm 110m Metalized w/Black Print 2.7 mil Shurtape&reg; DC 181 UL 181B-FX Listed/Printed Film Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0630058
99591280,20 oz/in,Rubber,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,,"3M Vinyl Duct Tape 3903 is a general purpose duct tape with a rubber adhesive and hand tearable, embossed vinyl backing. Rubber adhesive",,https://img2.fastenal.com/infp360pmm/derivates/3/001/352/847/99591266.jpg,TAPE CASE,3903-W-4-50,57.60,,50 yd,"4""",250&deg;F,6.50 mil,"4"" x 50yd Roll 6.5 mil 3M&trade; 3903 White Rubber Vinyl Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/99591280
0618114,,Rubber / Resin,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,,"The 3M[TM] Multi-Purpose Duct Tape 3900 is made of polyethylene film laminated to cloth with a synthetic rubber adhesive. It resists curling and tears off the roll cleanly for simple applications in maintenance repair and construction. This durable tape has a unique construction that is perfect for applications like color coding process tagging identification highlighting hazards sealing bundling holding and temporary repairs. CHOOSE FROM A VARIETY OF COLORS: White Black Red Olive Yellow Blue Orange and Silver GENERAL USE TAPE: Designed for maintenance repair and construction applications Transportation, aerospace, automotive, commercial vehicle, RV, bus, truck, ship yards, military, metal working, furniture, electronics, solar, trailer manufacturing and woodworking",,https://img0.fastenal.com/infp360pmm/derivates/3/001/114/077/0618114_Primary_eng.jpg,3M,7000144749,891.60,,55 M,48mm,0&deg;F - 200&deg;F,8.10 mil,48mm x54.8m Red 3M&trade; 3900 8.1 mil Multi-Purpose General Maintenance Duct Tape - Individually Wrapped,Duct Tape,31201501,https://www.fastenal.com/product/details/0618114
923556454,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","2"" x 60 yds. Silver (3 Pack) Tape Logic[REG] 9 Mil Duct Tape. General purpose tape for bundling, sealing and light repairs. Moisture and tear resistant.",,https://img4.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556454_primary_eng.jpg,FASTENAL APPROVED VENDOR,,87.70,,60 yd,"2""",,9 mil,"2"" W x 60 yd L x 9 mil Thk Silver Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556454
0610784,44 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3.02""","100% Dacron[REG] cloth/polyethylene (PE) film with an aggressive pressuresensitive natural rubber adhesive combines to provide a quality utility product. Consistent tensile and even tear in both cross and machine direction. Excellent conformability to irregular surfaces. 100% Dacron[REG] cloth/polyethylene (PE) film with an aggressive pressuresensitive natural rubber adhesive combines to provide a quality utility product. Consistent tensile and even tear in both cross and machine direction. Excellent conformability to irregular surfaces. Packaging, wrapping & sealing, binding & bundling, exterminators and general maintenance.",18%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/971/0530323_primary_eng.jpg,IPG,83791,11.42,UL 723,50 yd,48mm,32&deg;F - 200&deg;F,8 mil,48mm x 46m Silver IPG&reg; AC15 8.0 mil General Purpose Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0610784
0630125,50 oz/in,Rubber,Polyethylene / Cloth,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,"3""","Specialty grade, outdoor cloth duct tape for protective masking of non-painted surfaces for stucco jobs. Specialty grade, outdoor cloth duct tape 14-day UV-resistant Easy to tear Removes cleanly Waterproof backing High-tack blended rubber adhesive Made using Polybonded CO-EX Technology[REG] For protective masking of non-painted surfaces, including steel, vinyl, aluminum and anodized metals Use in plastering, stucco, concrete, pool and tile applications",23%,https://img3.fastenal.com/infp360pmm/derivates/3/261/165/0630125_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,100526,473.76,,55 M,48mm,50&deg;F - 200&deg;F,9 mil,48mm 55 M 9 mil Red Stucco Masking Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0630125
0559991,70 oz/in,Rubber,Polyethylene,NASHUA,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","General repair. Abatement uses including hanging seaming and patching PE sheeting. Sealing waste disposal bags. Bundling and securing carpet/padding/protective sheeting for the convention and hospitality industry. Plumbing applications. Color coding. High-tack adhesive bonds well to a wide variety of smooth and rough surfaces. Flexible PE backing conforms well to irregular surfaces and shapes. Smooth, consistent unwind provides ease of use in manual applications. Easy-tear cloth provides clean, consistent tear by hand. Tested in conformance with UL723. Low VOC. Bundling, packaging, seaming and general repairs. Hanging PE sheeting and sealing PE waste disposal bags. Plumbing applications & color coding.",,https://img3.fastenal.com/infp360pmm/derivates/3/001/136/463/0559991.jpg,"BERRY GLOBAL, INC",1087266,304.64,,55 M,152mm,40&deg;F - 200&deg;F,9 mil,152mm x 55m 9mil Silver Nashua&reg; 2280 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0559991
